record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs
T11259,Anthropic,FinTech,Canada,Mid-size,Mar,2026,3907,16.0,AI Automation
T11260,Netflix,E-Commerce,India,Enterprise,Nov,2024,18207,39.2,Market Slowdown
T11261,Microsoft,E-Commerce,Canada,Enterprise,Jun,2025,703,5.7,Cost Cutting
T11262,Microsoft,Cloud,India,Enterprise,Jun,2024,490,9.9,Overhiring Correction
T11263,SAP,FinTech,Singapore,Mid-size,Jul,2025,9035,11.4,Restructuring
T11264,Microsoft,Social Media,Canada,Startup,Apr,2026,1604,4.9,Restructuring
T11265,Palantir,Cloud,Canada,Big Tech,Sep,2026,3222,31.4,Overhiring Correction
T11266,SAP,AI,Germany,Enterprise,Jan,2025,2326,16.8,Cost Cutting
T11267,Stripe,AI,Singapore,Big Tech,Nov,2024,986,11.7,Overhiring Correction
T11268,NVIDIA,Cloud,Canada,Mid-size,Dec,2025,2864,9.7,Overhiring Correction
T11269,Palantir,FinTech,Singapore,Mid-size,Mar,2025,2246,4.5,AI Automation
T11270,Databricks,Social Media,Singapore,Big Tech,Nov,2025,11651,29.2,Cost Cutting
T11271,NVIDIA,E-Commerce,Canada,Enterprise,May,2024,1539,2.5,AI Automation
T11272,Anthropic,FinTech,India,Enterprise,Mar,2024,5867,2.1,AI Automation
T11273,NVIDIA,Gaming,UK,Mid-size,Oct,2025,7624,28.1,Cost Cutting
T11274,Adobe,E-Commerce,Singapore,Startup,Jun,2026,570,6.7,Overhiring Correction
T11275,Anthropic,E-Commerce,USA,Big Tech,Apr,2026,10528,29.5,AI Automation
T11276,Netflix,FinTech,USA,Enterprise,Jul,2026,3470,8.9,Cost Cutting
T11277,Spotify,Cybersecurity,India,Big Tech,Jul,2024,2691,7.0,Restructuring
T11278,Amazon,Gaming,Singapore,Enterprise,Jun,2024,1779,7.8,Overhiring Correction
T11279,Intel,E-Commerce,India,Startup,May,2025,1157,1.3,Market Slowdown
T11280,Apple,FinTech,Canada,Mid-size,Nov,2024,5057,1.4,AI Automation
T11281,Adobe,FinTech,USA,Big Tech,Apr,2024,779,5.9,Market Slowdown
T11282,Databricks,Social Media,UK,Big Tech,May,2024,7570,29.7,AI Automation
T11283,Airbnb,Cybersecurity,Singapore,Enterprise,May,2025,4331,34.7,Overhiring Correction
T11284,Adobe,Cybersecurity,USA,Enterprise,Mar,2026,15919,21.1,Cost Cutting
T11285,Adobe,Cybersecurity,Germany,Enterprise,Mar,2024,11476,11.5,Restructuring
T11286,Netflix,Social Media,Canada,Mid-size,Nov,2025,2323,13.6,AI Automation
T11287,Microsoft,Gaming,UK,Startup,Jan,2024,6329,2.0,AI Automation
T11288,NVIDIA,E-Commerce,Canada,Enterprise,Oct,2026,1218,10.9,AI Automation
T11289,Apple,AI,Singapore,Startup,Jul,2026,2430,2.0,Cost Cutting
T11290,Anthropic,Cloud,Singapore,Startup,Jun,2026,8412,14.5,Restructuring
T11291,Spotify,AI,Canada,Startup,Oct,2026,16994,13.5,Restructuring
T11292,Google,Social Media,Singapore,Big Tech,May,2026,12419,15.5,Cost Cutting
T11293,Netflix,AI,USA,Enterprise,Nov,2024,5185,9.4,AI Automation
T11294,Databricks,Social Media,Singapore,Big Tech,Mar,2025,1905,11.7,Market Slowdown
T11295,OpenAI,Social Media,USA,Big Tech,Jun,2026,11776,32.1,Overhiring Correction
T11296,Adobe,FinTech,Germany,Mid-size,Feb,2024,12640,39.0,AI Automation
T11297,Apple,AI,Canada,Big Tech,Dec,2025,11402,31.1,AI Automation
T11298,Stripe,Cybersecurity,USA,Big Tech,Oct,2025,986,4.5,Cost Cutting
T11299,Google,FinTech,Singapore,Enterprise,Jul,2024,3655,7.0,Market Slowdown
T11300,Spotify,AI,UK,Startup,Feb,2026,1051,8.6,Cost Cutting
T11301,Adobe,Gaming,USA,Mid-size,Feb,2024,2030,16.2,Restructuring
T11302,Anthropic,Cloud,Germany,Startup,Aug,2025,8893,11.7,AI Automation
T11303,Netflix,Social Media,UK,Startup,Apr,2026,1554,8.2,Market Slowdown
T11304,Oracle,Cybersecurity,Canada,Big Tech,Jun,2024,4959,17.6,Overhiring Correction
T11305,Stripe,AI,USA,Startup,Oct,2024,3140,9.6,Restructuring
T11306,Databricks,E-Commerce,Germany,Startup,Mar,2024,6913,34.7,Overhiring Correction
T11307,SAP,Cybersecurity,India,Enterprise,Nov,2025,2404,1.0,AI Automation
T11308,Meta,AI,Germany,Startup,Jul,2025,6089,4.9,AI Automation
T11309,Google,Cloud,Singapore,Startup,Jul,2024,421,1.6,Cost Cutting
T11310,Apple,E-Commerce,USA,Mid-size,Apr,2024,4241,3.8,Restructuring
T11311,Adobe,Gaming,Canada,Enterprise,Sep,2024,5021,15.4,Restructuring
T11312,Airbnb,FinTech,Germany,Startup,May,2025,6655,1.8,Cost Cutting
T11313,Salesforce,Cybersecurity,Canada,Big Tech,Sep,2025,19170,19.9,Cost Cutting
T11314,Meta,FinTech,Singapore,Enterprise,Aug,2024,1935,0.7,Overhiring Correction
T11315,Apple,Cloud,Germany,Startup,Jun,2024,5306,26.8,Cost Cutting
T11316,Uber,Cybersecurity,USA,Big Tech,Dec,2025,860,9.9,AI Automation
T11317,Apple,Cybersecurity,Germany,Enterprise,Sep,2026,9561,38.9,Cost Cutting
T11318,Airbnb,Gaming,USA,Mid-size,Oct,2026,79,1.6,AI Automation
T11319,Apple,Cloud,USA,Big Tech,Dec,2025,4146,23.3,Cost Cutting
T11320,Uber,FinTech,USA,Big Tech,Dec,2025,149,13.6,Restructuring
T11321,Palantir,FinTech,Singapore,Big Tech,Dec,2026,2011,13.3,Market Slowdown
T11322,SAP,AI,UK,Mid-size,Feb,2026,8492,10.6,Restructuring
T11323,Microsoft,Social Media,Germany,Mid-size,Jun,2024,4696,5.4,Overhiring Correction
T11324,Spotify,E-Commerce,Germany,Mid-size,Feb,2024,8027,34.5,Cost Cutting
T11325,Uber,E-Commerce,USA,Enterprise,Nov,2025,672,4.1,Restructuring
T11326,Adobe,Cybersecurity,Singapore,Big Tech,Nov,2024,2181,2.7,Market Slowdown
T11327,Uber,Cybersecurity,UK,Big Tech,Apr,2024,1464,6.4,Market Slowdown
T11328,Amazon,E-Commerce,USA,Enterprise,Oct,2024,6361,18.0,Restructuring
T11329,Meta,Cybersecurity,UK,Startup,Mar,2025,168,6.9,Market Slowdown
T11330,Intel,Social Media,Singapore,Mid-size,Jun,2025,1801,8.6,AI Automation
T11331,Salesforce,E-Commerce,USA,Startup,Jul,2024,19303,30.3,Cost Cutting
T11332,Spotify,Cybersecurity,India,Enterprise,Aug,2024,15361,8.9,Market Slowdown
T11333,Stripe,E-Commerce,Germany,Startup,Jun,2024,4715,11.3,Market Slowdown
T11334,Oracle,AI,Germany,Startup,Apr,2024,6243,7.9,Restructuring
T11335,Microsoft,FinTech,Germany,Startup,Jul,2024,1197,9.2,AI Automation
T11336,Oracle,Cybersecurity,USA,Big Tech,Nov,2024,9533,9.9,Cost Cutting
T11337,Microsoft,Cloud,USA,Mid-size,May,2025,17576,19.6,Restructuring
T11338,Anthropic,Cloud,UK,Startup,Feb,2024,1384,33.9,Cost Cutting
T11339,Adobe,Gaming,Germany,Startup,Jul,2024,2483,6.9,Cost Cutting
T11340,Databricks,Gaming,India,Startup,Jul,2026,7952,18.9,Market Slowdown
T11341,Anthropic,Social Media,India,Mid-size,Jan,2024,19893,22.3,Overhiring Correction
T11342,Spotify,E-Commerce,India,Enterprise,Sep,2025,18786,15.4,Overhiring Correction
T11343,Intel,FinTech,Canada,Big Tech,Nov,2026,696,9.3,Overhiring Correction
T11344,Amazon,FinTech,Singapore,Startup,Feb,2024,14778,38.5,AI Automation
T11345,Uber,Social Media,Singapore,Startup,Nov,2025,4782,23.8,Cost Cutting
T11346,Oracle,Gaming,India,Big Tech,Aug,2026,5004,10.9,Market Slowdown
T11347,NVIDIA,Cybersecurity,Germany,Enterprise,Jan,2026,2586,16.7,Market Slowdown
T11348,Palantir,Gaming,India,Mid-size,Jan,2026,6774,1.2,Market Slowdown
T11349,Adobe,E-Commerce,UK,Big Tech,Feb,2026,152,5.8,Restructuring
T11350,Apple,Social Media,Canada,Enterprise,Oct,2026,18953,10.6,AI Automation
T11351,NVIDIA,Gaming,UK,Enterprise,May,2025,2095,37.7,AI Automation
T11352,NVIDIA,Cybersecurity,Germany,Startup,Jun,2025,3813,10.7,Cost Cutting
T11353,Spotify,Cybersecurity,Canada,Enterprise,Jan,2026,1835,7.2,Cost Cutting
T11354,Anthropic,Cybersecurity,India,Enterprise,Jan,2026,6032,11.2,AI Automation
T11355,Salesforce,Gaming,Singapore,Enterprise,Feb,2026,1540,7.1,Market Slowdown
T11356,Uber,Social Media,India,Mid-size,Aug,2025,2853,8.3,Overhiring Correction
T11357,SAP,FinTech,Singapore,Enterprise,Nov,2026,252,6.3,AI Automation
T11358,Microsoft,AI,Singapore,Big Tech,Oct,2026,8698,9.5,AI Automation
T11359,Apple,Social Media,Singapore,Enterprise,Dec,2026,920,17.8,Market Slowdown
T11360,Stripe,E-Commerce,Singapore,Mid-size,May,2025,4062,24.7,Restructuring
T11361,SAP,FinTech,Germany,Enterprise,Mar,2025,6795,16.6,AI Automation
T11362,NVIDIA,FinTech,Canada,Big Tech,Aug,2026,3219,4.9,AI Automation
T11363,Amazon,Social Media,Canada,Big Tech,Apr,2026,8114,25.9,Overhiring Correction
T11364,Salesforce,Cybersecurity,Germany,Startup,Jul,2025,2580,12.0,Market Slowdown
T11365,Apple,FinTech,Canada,Enterprise,Apr,2025,1452,6.8,Restructuring
T11366,Palantir,Gaming,Germany,Big Tech,May,2024,1738,8.0,AI Automation
T11367,Meta,Cybersecurity,UK,Mid-size,Nov,2025,4111,1.5,Restructuring
T11368,Uber,E-Commerce,India,Mid-size,Jul,2024,1093,12.5,Cost Cutting
T11369,Anthropic,Gaming,Canada,Enterprise,May,2024,1632,17.9,Market Slowdown
T11370,Airbnb,Social Media,India,Big Tech,Sep,2025,2002,1.2,Overhiring Correction
T11371,Google,Social Media,Canada,Big Tech,Aug,2026,5681,15.1,Restructuring
T11372,Uber,FinTech,Canada,Enterprise,Apr,2025,5999,15.8,Cost Cutting
T11373,Anthropic,Social Media,UK,Mid-size,May,2025,2190,17.1,Cost Cutting
T11374,Meta,E-Commerce,Germany,Enterprise,Apr,2025,1733,9.1,Overhiring Correction
T11375,NVIDIA,FinTech,UK,Mid-size,Jan,2024,13153,11.4,Restructuring
T11376,NVIDIA,Cybersecurity,Germany,Big Tech,Dec,2024,3597,9.3,Market Slowdown
T11377,Oracle,Social Media,Singapore,Mid-size,Dec,2025,971,8.0,Overhiring Correction
T11378,Apple,FinTech,Germany,Big Tech,Jul,2026,2274,12.8,AI Automation
T11379,Meta,Gaming,USA,Mid-size,Feb,2024,1426,4.4,Restructuring
T11380,Apple,Gaming,Germany,Enterprise,Jun,2025,365,3.4,Overhiring Correction
T11381,Salesforce,E-Commerce,Canada,Mid-size,Apr,2025,6195,8.6,AI Automation
T11382,Netflix,Gaming,Singapore,Startup,Jul,2025,393,7.1,Cost Cutting
T11383,Oracle,Cybersecurity,Germany,Big Tech,May,2025,9785,38.3,Restructuring
T11384,Adobe,Gaming,Canada,Mid-size,Jun,2024,13691,20.2,Cost Cutting
T11385,Microsoft,Cybersecurity,India,Big Tech,Oct,2026,2216,9.0,Cost Cutting
T11386,Microsoft,Cybersecurity,Singapore,Startup,Dec,2025,18353,20.2,Restructuring
T11387,Amazon,Gaming,USA,Big Tech,Aug,2026,2311,16.2,Cost Cutting
T11388,Palantir,Social Media,Singapore,Startup,Oct,2024,1497,7.5,Restructuring
T11389,Palantir,AI,Singapore,Big Tech,Nov,2024,16432,20.8,Restructuring
T11390,Anthropic,E-Commerce,Canada,Startup,Jan,2026,17068,15.9,AI Automation
T11391,Adobe,FinTech,USA,Mid-size,Oct,2026,15399,22.6,Overhiring Correction
T11392,Microsoft,Social Media,Germany,Big Tech,Feb,2024,2021,5.2,Restructuring
T11393,Meta,AI,Canada,Startup,Dec,2025,161,9.6,Cost Cutting
T11394,Intel,FinTech,India,Big Tech,Jun,2026,12215,32.4,AI Automation
T11395,Apple,E-Commerce,Singapore,Startup,Nov,2026,1780,4.3,Cost Cutting
T11396,Anthropic,Social Media,Canada,Mid-size,Nov,2025,900,13.7,Overhiring Correction
T11397,Databricks,Social Media,UK,Startup,Aug,2026,1178,6.2,Restructuring
T11398,Anthropic,AI,Canada,Big Tech,Aug,2025,11726,22.4,Cost Cutting
T11399,Salesforce,Social Media,Singapore,Big Tech,Apr,2024,3481,3.5,Market Slowdown
T11400,NVIDIA,Gaming,Singapore,Startup,Sep,2026,13884,10.1,AI Automation
T11401,OpenAI,E-Commerce,USA,Startup,Jan,2024,10732,14.1,Restructuring
T11402,Palantir,E-Commerce,UK,Startup,Aug,2025,2088,7.3,Restructuring
T11403,Amazon,E-Commerce,Canada,Mid-size,Sep,2025,4246,25.0,Overhiring Correction
T11404,OpenAI,Cybersecurity,Germany,Mid-size,May,2025,14549,23.3,Overhiring Correction
T11405,Palantir,E-Commerce,USA,Big Tech,Jun,2024,5896,9.2,Cost Cutting
T11406,Amazon,Cloud,Germany,Big Tech,Jun,2024,2383,4.2,Overhiring Correction
T11407,Amazon,FinTech,Canada,Startup,Jul,2026,4914,7.5,AI Automation
T11408,Apple,Cybersecurity,USA,Enterprise,Nov,2025,15406,37.8,Cost Cutting
T11409,Databricks,Social Media,UK,Enterprise,Sep,2025,196,10.0,Overhiring Correction
T11410,Stripe,AI,India,Startup,Dec,2025,10373,32.8,Overhiring Correction
T11411,Microsoft,Gaming,USA,Enterprise,Mar,2025,19278,27.6,Overhiring Correction
T11412,Uber,FinTech,India,Startup,Aug,2025,7908,12.9,AI Automation
T11413,NVIDIA,E-Commerce,USA,Mid-size,Apr,2026,1649,3.8,Overhiring Correction
T11414,Stripe,E-Commerce,Canada,Big Tech,Sep,2026,19011,31.0,Overhiring Correction
T11415,OpenAI,Gaming,India,Enterprise,Mar,2025,696,3.2,Cost Cutting
T11416,Oracle,Social Media,Germany,Enterprise,Dec,2026,706,0.6,Market Slowdown
T11417,Oracle,Cloud,Germany,Startup,Apr,2024,791,8.6,Market Slowdown
T11418,Oracle,AI,India,Startup,Mar,2025,1726,15.2,Restructuring
T11419,Amazon,Cybersecurity,UK,Mid-size,Jan,2026,447,10.9,Restructuring
T11420,SAP,Gaming,India,Startup,Feb,2025,10799,8.7,Cost Cutting
T11421,Adobe,FinTech,Singapore,Big Tech,Sep,2024,17475,22.5,Overhiring Correction
T11422,Stripe,Gaming,Singapore,Big Tech,Apr,2025,6779,7.3,Cost Cutting
T11423,Microsoft,Gaming,Singapore,Mid-size,Jul,2026,1281,9.2,Overhiring Correction
T11424,Netflix,Social Media,Canada,Big Tech,Aug,2024,17882,28.6,AI Automation
T11425,Apple,FinTech,Germany,Startup,Jan,2024,393,5.3,Overhiring Correction
T11426,Airbnb,Social Media,India,Mid-size,Mar,2026,1643,3.3,Restructuring
T11427,Databricks,E-Commerce,Singapore,Enterprise,Mar,2025,3827,2.3,Restructuring
T11428,Databricks,E-Commerce,Germany,Mid-size,Mar,2026,19867,27.8,Cost Cutting
T11429,Uber,E-Commerce,Germany,Big Tech,Sep,2026,1010,3.5,Cost Cutting
T11430,Amazon,Cloud,USA,Big Tech,Feb,2024,2612,3.2,Cost Cutting
T11431,OpenAI,Cybersecurity,Germany,Enterprise,Sep,2024,966,9.5,Restructuring
T11432,Spotify,Gaming,Singapore,Enterprise,Dec,2026,5175,38.1,Cost Cutting
T11433,SAP,Cloud,Singapore,Enterprise,Jul,2025,6376,7.8,AI Automation
T11434,Spotify,Cybersecurity,Canada,Big Tech,Jan,2026,14827,12.2,Cost Cutting
T11435,Databricks,E-Commerce,Canada,Mid-size,May,2026,8626,19.9,Market Slowdown
T11436,Databricks,AI,Canada,Enterprise,Feb,2025,857,10.3,Market Slowdown
T11437,NVIDIA,Cloud,India,Enterprise,Sep,2026,755,5.5,Overhiring Correction
T11438,Anthropic,FinTech,Singapore,Mid-size,Nov,2025,917,4.1,AI Automation
T11439,Apple,Gaming,India,Startup,Nov,2025,6702,10.5,Overhiring Correction
T11440,Meta,Cybersecurity,Canada,Big Tech,Apr,2024,1292,2.6,AI Automation
T11441,Apple,Social Media,UK,Big Tech,Oct,2025,4444,27.9,Cost Cutting
T11442,Spotify,Cybersecurity,Canada,Mid-size,Oct,2025,5794,1.3,Market Slowdown
T11443,Intel,E-Commerce,USA,Startup,Mar,2025,4700,36.0,Overhiring Correction
T11444,Intel,Cloud,Canada,Big Tech,Dec,2025,935,7.6,Cost Cutting
T11445,Oracle,FinTech,USA,Enterprise,Sep,2025,17299,31.1,Market Slowdown
T11446,Google,AI,Canada,Startup,Nov,2024,1995,5.4,Overhiring Correction
T11447,Google,AI,India,Startup,Oct,2025,1861,6.0,Cost Cutting
T11448,NVIDIA,E-Commerce,Canada,Startup,Jun,2024,2312,1.3,AI Automation
T11449,Databricks,Gaming,Singapore,Mid-size,Feb,2024,1817,4.0,Market Slowdown
T11450,Apple,Cybersecurity,UK,Enterprise,Mar,2026,512,5.1,Overhiring Correction
T11451,Amazon,Gaming,India,Enterprise,Apr,2026,1976,4.9,Overhiring Correction
T11452,Apple,Cybersecurity,Singapore,Enterprise,Sep,2025,6256,3.1,Restructuring
T11453,Databricks,E-Commerce,Singapore,Mid-size,Mar,2024,4909,14.2,Market Slowdown
T11454,Stripe,Cybersecurity,Canada,Big Tech,Jan,2024,1068,5.8,AI Automation
T11455,Spotify,Social Media,Germany,Mid-size,Dec,2025,2493,17.3,AI Automation
T11456,Salesforce,AI,Germany,Big Tech,Dec,2026,5052,14.3,Cost Cutting
T11457,Uber,FinTech,Germany,Startup,Oct,2024,4919,18.5,Restructuring
T11458,Salesforce,AI,Canada,Mid-size,Jul,2026,7402,14.6,Market Slowdown
T11459,Microsoft,FinTech,India,Big Tech,Nov,2024,2153,9.0,Restructuring
T11460,Spotify,AI,Singapore,Startup,Nov,2025,1627,0.3,Restructuring
T11461,Spotify,Cloud,UK,Enterprise,Jul,2025,1875,9.8,AI Automation
T11462,Stripe,Cloud,India,Enterprise,Mar,2024,3821,2.6,Cost Cutting
T11463,Apple,FinTech,Canada,Startup,Feb,2026,3847,9.0,Cost Cutting
T11464,Stripe,Social Media,India,Big Tech,Nov,2025,478,2.9,Cost Cutting
T11465,NVIDIA,E-Commerce,USA,Mid-size,Feb,2024,17539,16.4,Cost Cutting
T11466,SAP,Cybersecurity,India,Startup,Mar,2024,5977,4.4,Overhiring Correction
T11467,Anthropic,Cloud,Singapore,Enterprise,May,2025,16581,33.3,Market Slowdown
T11468,Spotify,AI,Singapore,Mid-size,May,2024,5118,9.3,Overhiring Correction
T11469,Spotify,Cloud,Singapore,Mid-size,Dec,2026,1581,0.3,AI Automation
T11470,Amazon,FinTech,Canada,Mid-size,Mar,2025,2632,12.8,Market Slowdown
T11471,Netflix,Cybersecurity,UK,Mid-size,May,2025,2481,3.4,Cost Cutting
T11472,Uber,Cloud,USA,Startup,Aug,2024,427,7.4,AI Automation
T11473,Amazon,E-Commerce,India,Mid-size,Apr,2026,15625,20.6,AI Automation
T11474,Stripe,Social Media,USA,Startup,Aug,2026,16397,39.4,Restructuring
T11475,Apple,Cloud,Germany,Enterprise,Aug,2024,5553,3.3,Cost Cutting
T11476,Uber,Social Media,Singapore,Startup,Aug,2025,424,5.1,Cost Cutting
T11477,Meta,Cloud,USA,Mid-size,Jul,2024,1719,0.3,Cost Cutting
T11478,Oracle,E-Commerce,India,Enterprise,Sep,2024,3530,35.0,Cost Cutting
T11479,Anthropic,Social Media,Germany,Enterprise,May,2024,19644,39.7,Cost Cutting
T11480,NVIDIA,E-Commerce,India,Startup,Sep,2026,1872,2.6,Cost Cutting
T11481,Netflix,Cybersecurity,India,Mid-size,Aug,2025,1787,2.8,Restructuring
T11482,Airbnb,E-Commerce,Singapore,Enterprise,Apr,2025,7149,39.6,Market Slowdown
T11483,NVIDIA,Cybersecurity,USA,Big Tech,Nov,2025,2539,19.2,Restructuring
T11484,Databricks,FinTech,Canada,Big Tech,Jul,2025,9109,11.7,Overhiring Correction
T11485,NVIDIA,E-Commerce,USA,Big Tech,Jan,2025,14422,18.6,Market Slowdown
T11486,NVIDIA,E-Commerce,India,Big Tech,Apr,2024,12211,36.5,Overhiring Correction
T11487,Palantir,FinTech,USA,Startup,Aug,2026,13308,38.3,Market Slowdown
T11488,Palantir,Gaming,USA,Enterprise,Jul,2026,1778,28.7,Restructuring
T11489,Meta,Cloud,UK,Big Tech,Apr,2026,5752,40.0,Overhiring Correction
T11490,Google,Cloud,UK,Enterprise,Sep,2024,3026,14.2,Restructuring
T11491,Stripe,FinTech,Germany,Mid-size,Feb,2025,741,8.1,Restructuring
T11492,SAP,FinTech,Germany,Startup,Apr,2025,15549,24.4,Market Slowdown
T11493,NVIDIA,Social Media,USA,Startup,May,2025,447,6.2,Restructuring
T11494,Apple,Social Media,UK,Startup,May,2026,1313,4.1,Restructuring
T11495,Spotify,Cybersecurity,Canada,Enterprise,Oct,2025,10680,33.0,AI Automation
T11496,Spotify,Cybersecurity,India,Startup,Feb,2024,11831,35.7,Overhiring Correction
T11497,Microsoft,FinTech,Canada,Enterprise,Feb,2026,1529,0.6,Restructuring
T11498,Stripe,Cybersecurity,Germany,Mid-size,Jan,2025,2417,2.1,AI Automation
T11499,Anthropic,Cybersecurity,India,Enterprise,Nov,2024,4012,11.6,Cost Cutting
T11500,Databricks,E-Commerce,Canada,Mid-size,Aug,2026,1824,6.5,Cost Cutting
T11501,Netflix,Social Media,Canada,Mid-size,Dec,2026,16248,22.6,Market Slowdown
T11502,Intel,Gaming,India,Mid-size,Nov,2025,2026,5.8,Restructuring
T11503,Meta,FinTech,UK,Startup,Feb,2026,1426,4.8,AI Automation
T11504,Databricks,E-Commerce,India,Enterprise,Jul,2025,18288,30.1,Market Slowdown
T11505,Stripe,AI,UK,Mid-size,Jun,2025,1297,3.3,Market Slowdown
T11506,Adobe,FinTech,USA,Startup,Oct,2026,1375,8.5,Market Slowdown
T11507,Salesforce,FinTech,UK,Enterprise,Mar,2024,250,6.2,Cost Cutting
T11508,Amazon,E-Commerce,Canada,Startup,Feb,2026,643,3.6,Restructuring
T11509,Spotify,Cloud,Singapore,Enterprise,Feb,2025,1720,25.1,AI Automation
T11510,OpenAI,AI,India,Big Tech,Mar,2024,1696,2.8,Cost Cutting
T11511,Stripe,FinTech,UK,Enterprise,Jul,2026,14416,13.7,Restructuring
T11512,Netflix,E-Commerce,USA,Enterprise,May,2026,2206,5.2,Cost Cutting
T11513,Databricks,FinTech,USA,Big Tech,Mar,2024,2868,3.3,AI Automation
T11514,Palantir,Cybersecurity,Germany,Startup,Nov,2025,17167,20.7,Overhiring Correction
T11515,Adobe,FinTech,Germany,Enterprise,Aug,2026,4854,5.9,Cost Cutting
T11516,OpenAI,Cloud,India,Enterprise,Sep,2024,413,5.7,Cost Cutting
T11517,Palantir,Cybersecurity,India,Enterprise,Sep,2025,5383,12.4,Restructuring
T11518,NVIDIA,Gaming,Singapore,Mid-size,Dec,2026,974,9.0,Cost Cutting
T11519,Anthropic,E-Commerce,UK,Mid-size,Oct,2025,6728,26.5,Cost Cutting
T11520,OpenAI,Cloud,Singapore,Enterprise,Sep,2024,12809,37.0,Market Slowdown
T11521,Anthropic,AI,Canada,Enterprise,Aug,2025,15966,10.6,Restructuring
T11522,Netflix,E-Commerce,India,Big Tech,Sep,2026,185,9.4,Restructuring
T11523,Uber,FinTech,Singapore,Mid-size,Jul,2026,1528,2.1,Cost Cutting
T11524,Airbnb,E-Commerce,UK,Mid-size,May,2024,1894,1.5,Cost Cutting
T11525,NVIDIA,Cybersecurity,Singapore,Enterprise,Jul,2026,2262,4.6,Overhiring Correction
T11526,Apple,FinTech,USA,Startup,Nov,2024,9932,17.2,Cost Cutting
T11527,Netflix,Cybersecurity,UK,Enterprise,Apr,2025,1870,6.5,Overhiring Correction
T11528,Databricks,Cybersecurity,Singapore,Mid-size,Jul,2026,1751,8.7,Market Slowdown
T11529,Databricks,Gaming,Canada,Mid-size,Feb,2025,3895,18.1,Market Slowdown
T11530,Adobe,Cybersecurity,UK,Enterprise,Aug,2024,3353,22.1,Overhiring Correction
T11531,Apple,Social Media,USA,Startup,Oct,2025,2327,2.4,AI Automation
T11532,Anthropic,E-Commerce,India,Startup,Jan,2024,562,7.9,Overhiring Correction
T11533,Netflix,E-Commerce,USA,Mid-size,Oct,2025,58,4.8,Market Slowdown
T11534,NVIDIA,Social Media,Germany,Enterprise,Jun,2024,778,9.7,Market Slowdown
T11535,NVIDIA,Gaming,USA,Mid-size,May,2025,15558,32.7,AI Automation
T11536,Spotify,AI,USA,Big Tech,Oct,2026,6076,9.7,Restructuring
T11537,Adobe,FinTech,USA,Big Tech,Feb,2025,3568,12.7,Restructuring
T11538,Microsoft,AI,Germany,Big Tech,Oct,2024,3158,5.0,Overhiring Correction
T11539,Amazon,AI,USA,Mid-size,Dec,2024,12174,10.0,Overhiring Correction
T11540,Salesforce,Cloud,Germany,Mid-size,Aug,2025,10222,15.2,AI Automation
T11541,Uber,AI,Singapore,Enterprise,May,2025,3956,6.8,Market Slowdown
T11542,Spotify,Cloud,UK,Mid-size,Aug,2024,6348,16.3,Overhiring Correction
T11543,Google,Gaming,Singapore,Startup,Nov,2024,1670,4.1,Restructuring
T11544,Salesforce,Gaming,Singapore,Startup,Jul,2024,16919,33.2,Overhiring Correction
T11545,Uber,FinTech,UK,Enterprise,Oct,2026,10803,27.3,Market Slowdown
T11546,Spotify,E-Commerce,USA,Startup,Apr,2025,5478,11.2,Overhiring Correction
T11547,Salesforce,FinTech,USA,Startup,Jun,2026,1225,6.2,Market Slowdown
T11548,Intel,E-Commerce,USA,Mid-size,Dec,2026,5186,15.9,Overhiring Correction
T11549,Apple,AI,UK,Big Tech,Mar,2026,3821,13.5,Overhiring Correction
T11550,Anthropic,Cybersecurity,Canada,Mid-size,Mar,2026,5504,34.8,AI Automation
T11551,Uber,AI,Singapore,Startup,Jul,2024,1611,18.4,Restructuring
T11552,Intel,Cybersecurity,India,Big Tech,Sep,2026,6099,12.8,Restructuring
T11553,Anthropic,Cybersecurity,Canada,Enterprise,Sep,2024,8657,38.3,Overhiring Correction
T11554,Palantir,Cybersecurity,Germany,Big Tech,Aug,2024,3265,1.7,Overhiring Correction
T11555,Salesforce,Gaming,USA,Startup,Apr,2025,2390,16.5,Overhiring Correction
T11556,Meta,Cybersecurity,USA,Enterprise,Oct,2024,17956,19.8,Restructuring
T11557,Uber,Cloud,Singapore,Mid-size,Oct,2026,8428,24.6,AI Automation
T11558,Amazon,Cybersecurity,Germany,Mid-size,Sep,2024,6088,1.4,AI Automation
T11559,Amazon,Social Media,Canada,Startup,Dec,2026,10637,23.4,Restructuring
T11560,Salesforce,AI,India,Startup,Jul,2026,5017,8.7,Market Slowdown
T11561,Salesforce,Gaming,Germany,Enterprise,Dec,2024,430,0.2,Cost Cutting
T11562,Anthropic,Gaming,Singapore,Startup,Jan,2025,4091,15.3,Restructuring
T11563,Oracle,Cloud,Singapore,Mid-size,Sep,2024,818,6.1,Restructuring
T11564,Google,Gaming,India,Mid-size,Dec,2025,1527,1.3,Overhiring Correction
T11565,Stripe,FinTech,UK,Startup,Dec,2026,2888,4.0,Market Slowdown
T11566,Netflix,Social Media,India,Mid-size,Aug,2026,1007,17.1,Market Slowdown
T11567,Netflix,Cloud,USA,Enterprise,Oct,2024,8001,27.2,Restructuring
T11568,OpenAI,Gaming,UK,Startup,Nov,2026,1437,3.0,Cost Cutting
